"Incident ID","Incident Date",State,"City Or County",Address,"Victims Killed","Victims Injured","Suspects Killed","Suspects Injured","Suspects Arrested",Operations
3369466,"December 2, 2025",Nevada,"Las Vegas","Jeffreys St and Reno Ave",1,0,0,0,1,N/A
3367594,"December 2, 2025",Missouri,Columbia,"800 block of Parkview Ct",0,1,0,0,0,N/A
3368661,"December 2, 2025",Minnesota,Eveleth,"3500 block of River Dr",0,1,0,0,1,N/A
3368289,"December 2, 2025",Utah,"Salt Lake City (Murray)","6351 S 900 E",0,1,0,0,0,N/A
3367587,"December 2, 2025",Louisiana,"New Orleans","Sere St and Hamburg St",0,1,0,0,0,N/A
3368208,"December 2, 2025",Missouri,Neelyville,"Old Hwy 67",0,0,0,1,1,N/A
3367616,"December 2, 2025",Florida,Nocatee,"SW Stroud St and SW Tyner Ave",1,0,0,0,1,N/A
3368185,"December 2, 2025",Arizona,Glendale,"N 91st Ave and Camelback Rd",0,1,0,0,1,N/A
3368007,"December 2, 2025",Massachusetts,Boston,"27 Havre St",1,0,0,0,0,N/A
3368537,"December 2, 2025",Connecticut,Stamford,"263 Oaklawn Ave",0,0,1,0,0,N/A
3368305,"December 2, 2025",California,Stockton,"700 block of Gertrude Ave",1,1,0,0,0,N/A
3367978,"December 2, 2025",Washington,Seattle,"S Othello St and Martin Luther King Jr Way S",0,0,1,0,0,N/A
3368129,"December 2, 2025",Pennsylvania,Lewistown,"Vincent Tram Rd",1,0,0,0,0,N/A
3367990,"December 2, 2025",Indiana,"Fort Wayne","437 E Washington Blvd",1,0,0,0,1,N/A
3368120,"December 2, 2025",Pennsylvania,"Hazleton (Hazle Township)","100 block of Forest Hills Acres",1,1,0,0,1,N/A
3368055,"December 2, 2025","North Carolina",Greenville,"2702 Shawnee Pl",0,1,0,0,1,N/A
3368098,"December 2, 2025","South Carolina",Marion,US-76,0,1,0,0,0,N/A
3366751,"December 1, 2025",Georgia,Athens,"995 Baxter St",0,1,0,1,1,N/A
3368026,"December 1, 2025",Washington,Spokane,"24 E Pacific Ave",1,0,0,0,1,N/A
3367934,"December 1, 2025",Ohio,Cincinnati,"7800 block of Clovernook Ave",0,1,0,0,1,N/A
3366855,"December 1, 2025",Massachusetts,Boston,"811 Massachusetts Ave",0,1,0,0,0,N/A
3367138,"December 1, 2025",Indiana,Indianapolis,"2700 block of Pointe Harbor Dr",0,1,0,0,0,N/A
3367971,"December 1, 2025",Louisiana,Shreveport,"Old Mooringsport Rd and Highland Square Dr",0,1,0,0,0,N/A
3367609,"December 1, 2025",Louisiana,Shreveport,"Clyde Fant Memorial Pkwy",1,1,0,0,0,N/A
3367136,"December 1, 2025",Ohio,Cleveland,"15799 Lakeshore Blvd",1,0,0,0,0,N/A
3367605,"December 1, 2025",Arkansas,Falcon,N/A,0,0,1,0,0,N/A
3367947,"December 1, 2025","South Carolina",Gaffney,"1501 E Frederick St",0,3,0,0,0,N/A
3367804,"December 1, 2025",Georgia,Cartersville,"GA-20 Spur",0,0,1,0,0,N/A
3367017,"December 1, 2025",Michigan,Detroit,"7500 block of Chrysler Dr",0,2,0,0,0,N/A
3367027,"December 1, 2025",Virginia,"Virginia Beach","5300 block of Glenville Cir",0,1,0,0,0,N/A
3367020,"December 1, 2025",Georgia,Atlanta,"1247 Joseph E Boone Blvd NW",0,1,0,0,0,N/A
3366980,"December 1, 2025",Georgia,Toccoa,"323 Indian Trail",0,0,0,0,1,N/A
3367862,"December 1, 2025",Mississippi,Corinth,"20 Co Rd 254",0,0,0,0,1,N/A
3366788,"December 1, 2025",Texas,Houston,"203 W Greens Rd",0,0,0,1,1,N/A
3367405,"December 1, 2025",Mississippi,Biloxi,"Peyton Dr and Nixon St",1,0,0,0,1,N/A
3367022,"December 1, 2025",Minnesota,"Saint Paul","1055 4th St E",0,0,0,4,4,N/A
3367743,"December 1, 2025",Florida,"Avon Park","Lassiter St and S Delaney Ave",0,1,0,0,0,N/A
3366927,"December 1, 2025",California,"Los Angeles","Boulder St and N Fickett St",0,1,0,0,0,N/A
3367367,"December 1, 2025",Wisconsin,Milwaukee,"N 46th St and W Villard Ave",0,1,0,0,0,N/A
3367845,"December 1, 2025",California,Lancaster,"45300 block of Corkwood Ave",0,1,0,0,0,N/A
3367837,"December 1, 2025",California,"Los Angeles","Varna Ave and Saticoy St",0,1,0,0,0,N/A
3366864,"December 1, 2025",Indiana,Fishers,"14005 Mundy Dr",1,0,0,0,1,N/A
3369061,"December 1, 2025",Ohio,Columbus,"3000 block of Kola Way",0,1,0,0,0,N/A
3366877,"December 1, 2025",Indiana,Fishers,"13000 Promise Rd",0,0,0,0,1,N/A
3367669,"December 1, 2025",Nevada,"Las Vegas","4200 block of Arville St",1,0,0,0,1,N/A
3367642,"December 1, 2025",Florida,Jacksonville,"5801 Philips Hwy",0,1,0,0,1,N/A
3366719,"December 1, 2025",Florida,Deland,"100 block of Voorhis St",0,0,0,1,0,N/A
3367770,"December 1, 2025",Virginia,Roanoke,"700 block of Harrison Ave",0,0,1,0,0,N/A
3366707,"December 1, 2025",Florida,Melbourne,"2414 Summerset Dr",1,0,0,1,1,N/A
3367763,"December 1, 2025",Nebraska,Omaha,"N 21st St and Locust St",0,1,0,0,0,N/A
3367718,"December 1, 2025",Nevada,Sparks,"1900 block of Richards Pl",0,1,0,0,0,N/A
3367552,"December 1, 2025",Kansas,"Silver Lake","200 block of Railroad St",0,1,0,0,1,N/A
3367105,"December 1, 2025",Pennsylvania,Philadelphia,"4800 block of E Roosevelt Blvd",0,1,0,0,0,N/A
3367103,"December 1, 2025",Pennsylvania,Philadelphia,"300 block of E Somerville Ave",1,0,0,0,0,N/A
3367712,"December 1, 2025",Connecticut,Groton,N/A,0,1,0,0,0,N/A
3369573,"December 1, 2025","New Jersey",Newark,"175 1st St",1,0,0,0,0,N/A
3366776,"December 1, 2025",Wisconsin,Milwaukee,"N 102nd St and Capitol Dr",0,1,0,0,0,N/A
3366734,"December 1, 2025",Florida,"Saint Petersburg","23rd Ave S and Dr Martin Luther King Jr St S",0,1,0,0,1,N/A
3369559,"December 1, 2025","New Mexico",Albuquerque,"Mesilla St SE and Zuni Rd SE",0,1,0,0,1,N/A
3367676,"December 1, 2025",Connecticut,"New Haven","50 block of Victory Dr",0,1,0,0,0,N/A
3366792,"December 1, 2025","South Carolina",Florence,"600 block of Roberts St",1,0,0,0,1,N/A
3367602,"December 1, 2025",Texas,Dallas,"4017 W Camp Wisdom Rd",1,0,0,0,1,N/A
3367785,"December 1, 2025",Virginia,Bedford,"3000 block of Dickerson Mill Rd",0,1,0,0,1,N/A
3367647,"December 1, 2025",Florida,Jacksonville,"W 10th St",0,1,0,0,0,N/A
3366895,"December 1, 2025",California,Bakersfield,"CA-99 and CA-223",0,0,1,0,0,N/A
3367613,"December 1, 2025",Florida,"Port Saint Lucie","11000 block of SW Lake Park Dr",0,1,1,0,0,N/A
3366714,"December 1, 2025",Florida,"Homestead (Florida City)","1400 block of NW 2nd Ave",0,1,0,0,0,N/A
3366845,"December 1, 2025",California,Sacramento,"3880 Stillman Park Cir",0,0,1,0,0,N/A
3367142,"December 1, 2025",Missouri,Barnhart,"I-55 and Old State Rd M",0,1,0,0,1,N/A
3367559,"December 1, 2025",Arizona,"Fort Mohave","1760 Joy Ln",0,0,0,0,1,N/A
3367526,"December 1, 2025",Delaware,Wilmington,"N Jackson St and W 8th St",0,2,0,0,0,N/A
3367534,"December 1, 2025",California,Chico,"Tuliyani Dr",0,1,0,0,0,N/A
3366678,"December 1, 2025",Arizona,Tempe,"967 E Guadalupe Rd",2,0,0,0,1,N/A
3367515,"December 1, 2025",Arizona,Tempe,"2000 E Rio Salado Pkwy",1,0,0,0,1,N/A
3366673,"December 1, 2025",Illinois,Chicago,"10900 block of S State St",1,0,0,0,0,N/A
3368790,"December 1, 2025",Nebraska,"Mc Cook","600 block of W F St",0,0,1,0,0,N/A
3367589,"December 1, 2025",Texas,"Fort Worth","NW 24th St and Clinton Ave",0,1,0,0,0,N/A
3366748,"December 1, 2025",Washington,Seattle,"419 Rainier Ave S",1,0,0,0,0,N/A
3369285,"December 1, 2025",Michigan,Ecorse,"27225 W Outer Dr",0,0,0,0,1,N/A
3367430,"December 1, 2025",Mississippi,Jackson,"200 block of Sollitt St",1,0,0,0,0,N/A
3368104,"December 1, 2025",Tennessee,Maryville,"219 County Farm Rd",0,0,0,0,1,N/A
3368110,"December 1, 2025",Illinois,Chicago,"1100 block of E 47th St",0,1,0,0,0,N/A
3368071,"December 1, 2025","North Carolina",Charlotte,"103 Dinadan Dr",0,1,0,0,0,N/A
3367361,"December 1, 2025",Michigan,Detroit,"16700 block of Dolphin St",0,1,0,0,0,N/A
3368083,"December 1, 2025","North Carolina",Greenville,"101 Heart Dr",0,0,0,0,2,N/A
3367049,"December 1, 2025",Michigan,Muskegon,"1400 block of Jiroch St",1,0,0,0,0,N/A
3368060,"December 1, 2025",Michigan,Flint,"1275 W Kurtz Ave",2,0,0,0,0,N/A
3368057,"December 1, 2025",Indiana,Indianapolis,"3540 Madison Ave",0,1,0,0,0,N/A
3369194,"December 1, 2025",Delaware,Dover,"1 Dover High Dr",0,0,0,0,1,N/A
3367317,"December 1, 2025",Washington,"Seattle (Burien)","225 S 152nd St",0,0,0,0,3,N/A
3366498,"November 30, 2025",Connecticut,Waterbury,"Grand St",0,1,0,0,0,N/A
3369215,"November 30, 2025",Georgia,Mableton,"5389 Bluestone Cir",1,0,0,0,1,N/A
3369808,"November 30, 2025",Georgia,Smyrna,N/A,1,0,0,0,1,N/A
3366307,"November 30, 2025",Minnesota,"Saint Paul","Front Ave and N Victoria St",1,0,0,0,1,N/A
3367309,"November 30, 2025",Ohio,Cincinnati,N/A,0,1,0,0,0,N/A
3366589,"November 30, 2025",Pennsylvania,Philadelphia,I-95,1,0,0,0,1,N/A
3366649,"November 30, 2025",Pennsylvania,Harrisburg,"1101 N Cameron St",0,1,0,0,1,N/A
3367247,"November 30, 2025",Pennsylvania,Harrisburg,"4300 block of Mountain View Rd",0,0,0,1,1,N/A
3366464,"November 30, 2025",Tennessee,Memphis,"3400 block of Providence Dr",0,1,0,0,0,N/A
3367426,"November 30, 2025",Louisiana,Alexandria,"2300 block of Mason St",0,3,0,0,0,N/A
3366577,"November 30, 2025",Pennsylvania,Washington,"701 W Chestnut St",0,1,0,0,1,N/A
3369766,"November 30, 2025","North Carolina",Clayton,"301 Commodore St",1,0,0,0,1,N/A
3366580,"November 30, 2025",Pennsylvania,Philadelphia,"900 block of W Erie Ave",0,0,1,0,0,N/A
3367312,"November 30, 2025",Alaska,Anchorage,"1500 block of Latouche St",1,0,0,0,0,N/A
3367098,"November 30, 2025",Indiana,"Fort Wayne","4606 E Washington Blvd",0,1,0,0,0,N/A
3366582,"November 30, 2025",Pennsylvania,Philadelphia,"1922 Hart Ln",0,2,0,0,0,N/A
3367096,"November 30, 2025",Pennsylvania,Norristown,"1000 block of Powell St",1,0,0,0,0,N/A
3366299,"November 30, 2025",Michigan,Southfield,"26555 Telegraph Rd",1,0,0,0,0,N/A
3366452,"November 30, 2025","New York","New York (Manhattan)","21 W 112th St",0,1,0,0,0,N/A
3367063,"November 30, 2025",Virginia,"Newport News","700 block of Lance Dr",0,1,0,0,0,N/A
3367188,"November 30, 2025",Oklahoma,Afton,N/A,1,0,0,0,0,N/A
3366807,"November 30, 2025",Illinois,Decatur,"1200 block of E Division St",0,1,0,0,0,N/A
3366412,"November 30, 2025",Michigan,Detroit,"24541 Grand River Ave",0,1,0,0,0,N/A
3366609,"November 30, 2025",Indiana,Marion,N/A,1,0,0,0,0,N/A
3366976,"November 30, 2025",Maryland,Essex,"Sandalwood Rd and Moline Cir",0,1,0,0,0,N/A
3366433,"November 30, 2025","New York",Brooklyn,"Ave J and E 16th St",0,1,0,0,0,N/A
3367401,"November 30, 2025",Mississippi,Brookhaven,"125 S Whitworth Ave",0,1,0,0,0,N/A
3366966,"November 30, 2025","New York",Bronx,"3800 Carpenter Ave",0,1,0,0,0,N/A
3366392,"November 30, 2025",California,Stockton,"1200 block of Doray Ct",0,1,0,0,1,N/A
3367855,"November 30, 2025",Mississippi,Gulfport,I-10,0,1,0,0,1,N/A
3366929,"November 30, 2025",Texas,"San Antonio","9200 block of Ridge Branch",0,0,0,1,1,N/A
3367650,"November 30, 2025",Florida,"Fort Lauderdale (Tamarac)","7800 block of NW 74th Ave",0,0,0,1,0,N/A
3366374,"November 30, 2025",California,Lancaster,"1754 E Ave J-4",1,0,0,0,0,N/A
3366923,"November 30, 2025",California,Orange,"2720 N Villa Real Rd",0,1,0,0,0,N/A
3366921,"November 30, 2025",California,Oakland,"8600 block of Birch St",0,1,0,0,0,N/A
3366909,"November 30, 2025",Delaware,Dover,"50 block of S Governors Ave",0,2,0,0,0,N/A
3366904,"November 30, 2025","North Carolina",Oxford,"300 block of Martin Luther King Jr Ave",1,0,0,0,0,N/A
3366882,"November 30, 2025",California,Venice,"Walnut Ave and Carlton Way",1,0,0,0,0,N/A
3366875,"November 30, 2025","North Carolina",Charlotte,"1000 block of Academy St",0,1,0,0,0,N/A
3366339,"November 30, 2025",Georgia,Albany,"500 block of S McKinley St",1,0,0,0,0,N/A
3366867,"November 30, 2025","North Carolina",Goldsboro,"700 block of N Georgia Ave",0,1,0,0,1,N/A
3366332,"November 30, 2025",Kentucky,Louisville,"Baxter Ave and Hepburn Ave",0,1,0,0,0,N/A
3366857,"November 30, 2025","North Carolina","Snow Hill","5600 block of US-258 S",0,1,0,0,0,N/A
3366326,"November 30, 2025",Minnesota,Minneapolis,"3800 block of N Colfax Ave",0,1,0,0,0,N/A
3366291,"November 30, 2025","North Carolina",Charlotte,"124 Atando Ave",2,0,0,0,0,N/A
3366321,"November 30, 2025",Michigan,Detroit,"1249 Griswold St",0,1,0,0,0,N/A
3366838,"November 30, 2025","North Carolina",Pembroke,"6000 block of N Chicken Rd",1,0,0,0,0,N/A
3366378,"November 30, 2025",California,"San Francisco","Natoma St and 6th St",1,0,0,0,1,N/A
3366228,"November 30, 2025",Texas,Houston,"3801 Hickok Ln",1,1,0,0,0,N/A
3366317,"November 30, 2025",Michigan,Detroit,"W McNichols Rd and Evergreen Rd",0,1,0,0,0,N/A
3366310,"November 30, 2025",Michigan,Flint,"500 block of W Parkway Ave",0,1,0,0,2,N/A
3368980,"November 30, 2025",Pennsylvania,Philadelphia,"800 block of Spring Garden St",0,1,0,0,0,N/A
3367284,"November 30, 2025",Alabama,Fairfield,"5051 Parkway",1,0,0,0,1,N/A
3366782,"November 30, 2025","South Carolina",Columbia,"Kelford Dr and Anwood Dr",0,1,0,2,1,N/A
3366369,"November 30, 2025",Wisconsin,Milwaukee,"N 46th St and W Burleigh St",0,1,0,0,0,N/A
3366772,"November 30, 2025",Ohio,"Youngstown (Austintown)","N Yorkshire Blvd",0,0,0,1,0,N/A
3366873,"November 30, 2025","North Carolina",Cameron,"McDuffie Rd and Scooter Ln",1,1,0,1,2,N/A
3366702,"November 30, 2025",Massachusetts,Springfield,"50 block of Home St",1,0,0,1,1,N/A
3366769,"November 30, 2025",Ohio,Toledo,"1900 block of Fernwood Ave",0,1,0,0,0,N/A
3368948,"November 30, 2025",Florida,"Milton (Pace)","Kimberly Rd",1,0,0,0,2,N/A
3366907,"November 30, 2025",California,Madera,"1500 block of Rogers St",0,1,0,0,2,N/A
3366740,"November 30, 2025",Florida,Tallahassee,"Springhill Rd and Orange Ave",0,1,0,0,0,N/A
3366722,"November 30, 2025",Texas,Dallas,"10000 block of Neosho Dr",1,0,0,0,0,N/A
3366712,"November 30, 2025",Florida,"Fort Lauderdale","2300 block of NW 6th St",0,1,0,0,0,N/A
3366710,"November 30, 2025",Florida,"North Port","8200 block of Osbert Ave",0,1,0,0,0,N/A
3366251,"November 30, 2025","South Carolina",Greenville,"1100 Woodside Ave",0,1,0,0,0,N/A
3366248,"November 30, 2025","South Carolina",Summerton,"401 Buff Blvd",0,1,0,0,1,N/A
3366938,"November 30, 2025",Maryland,Baltimore,"3400 block of Gwynns Falls Pkwy",0,1,0,0,0,N/A
3366591,"November 30, 2025",Louisiana,"New Orleans","2700 block of Magnolia St",1,2,0,0,0,N/A
3366216,"November 30, 2025",Alabama,Opelika,"100 block of Lee Rd 41",1,0,0,0,1,N/A
3366239,"November 30, 2025",Texas,"Fort Worth","6613 Fossil Bluff Dr",1,0,0,0,0,N/A
3367538,"November 30, 2025",Louisiana,Bunkie,"600 block of Rose St",0,1,0,0,1,N/A
3366501,"November 30, 2025",Texas,Amarillo,"1600 block of NW 9th Ave",2,0,0,0,1,N/A
3366616,"November 30, 2025",Illinois,Chicago,"4100 block of S Wabash Ave",1,2,0,0,0,N/A
3366620,"November 30, 2025",Illinois,Chicago,"800 block of S Oakley Blvd",1,0,0,0,0,N/A
3366544,"November 30, 2025",California,"Simi Valley","507 Hawks Bill Pl",2,0,1,0,0,N/A
3366489,"November 30, 2025",Minnesota,"Minneapolis (Edina)","7333 Gallagher Dr",0,1,0,0,2,N/A
3367488,"November 30, 2025",Missouri,"Saint Louis","3500 block of N Garrison Ave",0,1,0,0,0,N/A
3366624,"November 30, 2025",Illinois,Chicago,"7600 block of S Stewart Ave",0,1,0,0,0,N/A
3367470,"November 30, 2025",Louisiana,"New Orleans","3700 block of Downman Rd",0,1,0,0,0,N/A
3367467,"November 30, 2025",Louisiana,"New Orleans","N Claiborne Ave and Columbus St",0,1,0,0,0,N/A
3367463,"November 30, 2025",Louisiana,"New Orleans","3800 block of Mimosa Dr",1,0,0,0,0,N/A
3367461,"November 30, 2025",Louisiana,"Cut Off","W 72nd St",0,1,0,0,0,N/A
3367302,"November 30, 2025",Missouri,"Maryland Heights","12509 Dorsett Rd",0,0,1,0,0,N/A
3366595,"November 30, 2025",Pennsylvania,Chester,"200 block of W 22nd St",0,1,0,0,0,N/A
3366585,"November 30, 2025",Arizona,Mesa,"1308 E Main St",0,1,0,0,0,N/A
3367377,"November 30, 2025",Alabama,"Midland City","49 Gardenia Ave",1,0,1,0,0,N/A
3368137,"November 30, 2025",Wyoming,Riverton,"180 Red Wolf Place",0,0,1,0,0,N/A
3366517,"November 30, 2025",Texas,Silsbee,"4000 block of Fresenius Rd",2,0,0,0,2,N/A
3367359,"November 30, 2025",Tennessee,Memphis,"4300 block of Kostner Cove",0,1,0,0,0,N/A
3368667,"November 30, 2025","South Carolina",Seneca,"105 Bypass 123",0,2,0,0,1,N/A
3366461,"November 30, 2025",Michigan,Kalamazoo,"1200 block of Douglas Ave",0,0,0,1,0,N/A
3366496,"November 29, 2025","New York",Brooklyn,"653 McDonough St",0,1,0,0,0,N/A
3366347,"November 29, 2025",Georgia,Savannah,"1400 block of Benton Blvd",1,0,0,0,1,N/A
3365899,"November 29, 2025",California,Stockton,"1943 Lucile Ave",4,13,0,0,0,N/A
3365889,"November 29, 2025",Illinois,Chicago,"3300 block of W Washington Blvd",0,1,0,0,0,N/A
3366468,"November 29, 2025",Ohio,Columbus,"I-670 and Stelzer Rd",0,1,0,0,0,N/A
3366354,"November 29, 2025","South Dakota",Oglala,N/A,1,0,0,0,1,N/A
3365671,"November 29, 2025",Connecticut,Hartford,"15 Goodrich St",0,1,0,0,0,N/A
3365636,"November 29, 2025",Ohio,Cleveland,"470 block of E 108th St",0,1,0,0,0,N/A
3366658,"November 29, 2025",Pennsylvania,"Wilkes Barre","McLean St",0,1,0,0,0,N/A
3366163,"November 29, 2025",Georgia,Eastman,"200 block of 1st Ave",1,0,0,0,1,N/A
3366779,"November 29, 2025","South Carolina",Columbia,"300 block of Percival Rd",1,0,0,0,1,N/A
3367051,"November 29, 2025",Pennsylvania,Pittsburgh,N/A,0,1,0,0,0,N/A
3365579,"November 29, 2025",Virginia,"Newport News","2300 Jefferson Ave",1,0,0,0,1,N/A
3365713,"November 29, 2025",Tennessee,Memphis,"I-240 and TN-385",0,1,0,0,0,N/A
3366995,"November 29, 2025",Indiana,Marion,"W 2nd St and Hill St",0,1,0,0,1,N/A
3366257,"November 29, 2025",Texas,"San Antonio","1300 Patricia Dr",1,0,0,0,1,N/A
3366185,"November 29, 2025",Mississippi,Magee,N/A,1,0,0,0,1,N/A
3366611,"November 29, 2025",Indiana,Fishers,"12499 Olio Rd",0,0,0,0,1,N/A
3366324,"November 29, 2025",Wisconsin,Milwaukee,"3200 block of N 1st St",0,1,0,0,0,N/A
3366459,"November 29, 2025","New York",Troy,"6th Ave and Ferry St",0,0,0,1,1,N/A
3365598,"November 29, 2025",Ohio,Mansfield,"927 Woodville Rd",1,0,1,0,0,N/A
3367429,"November 29, 2025",Louisiana,Raceland,"Bayou Folse Rd",1,0,0,0,0,N/A
3366380,"November 29, 2025",Wisconsin,Milwaukee,"N 60th St and W Hampton Ave",0,1,0,0,1,N/A
3366510,"November 29, 2025","New York",Buffalo,"Fisher St and E Delavan Ave",0,1,0,0,0,N/A
3366349,"November 29, 2025",Kentucky,Louisville,"2900 block of Greenwood Ave",1,1,0,0,0,N/A
3366899,"November 29, 2025",Colorado,"Colorado Springs","800 block of S Circle Dr",0,1,0,0,1,N/A
3366887,"November 29, 2025",California,Pittsburg,"Alturas Ave and Railroad Ave",0,1,0,0,0,N/A
3366644,"November 29, 2025",Florida,"Boca Raton","2899 N Federal Hwy",1,0,0,0,0,N/A
3366319,"November 29, 2025","South Carolina",Lancaster,"2901 Pardue St",1,0,0,0,0,N/A
3366343,"November 29, 2025",Georgia,Atlanta,"1082 Lucile Ave SW",0,1,0,0,0,N/A
3366341,"November 29, 2025",Kentucky,Louisville,"7000 block of Global Dr",0,1,0,0,0,N/A
3365706,"November 29, 2025",Georgia,"Dewy Rose","Saddler Rd and Floyd Rd",1,1,1,0,0,N/A
3366107,"November 29, 2025","North Carolina",Wilson,"1815 US-301 S",1,0,0,0,1,N/A
3366156,"November 29, 2025",Georgia,Atlanta,"3050 Martin Luther King Jr Dr SW",1,0,0,0,0,N/A
3366847,"November 29, 2025","North Carolina","Kill Devil Hills","100 block of E Fresh Pond Dr",0,1,0,0,1,N/A
3365682,"November 29, 2025",Connecticut,"New Haven","240 Sargent Dr",0,2,0,0,0,N/A
3366294,"November 29, 2025",Michigan,Pontiac,"Karen Ct and W Hopkins Ave",1,0,0,0,1,N/A
3366798,"November 29, 2025",Ohio,Akron,"500 block of Miles Ave",1,1,0,0,1,N/A
3366253,"November 29, 2025","South Carolina",Taylors,"Creekland Way",0,1,0,0,1,N/A
3368982,"November 29, 2025",Pennsylvania,Philadelphia,"4800 block of N 9th St",0,1,0,0,0,N/A
3366786,"November 29, 2025","South Carolina",Sumter,"Utah Cir",0,1,0,0,0,N/A
3366487,"November 29, 2025",Ohio,Toledo,"3700 block of Dixie Dr",0,1,0,0,0,N/A
3366284,"November 29, 2025",Kentucky,Martha,"5579 Highway 1715",0,0,1,0,0,N/A
3366736,"November 29, 2025",Florida,Madison,"SW Lee Ave",0,1,0,0,0,N/A
3365594,"November 29, 2025",Ohio,Cleveland,"470 E 108th St",0,1,0,0,0,N/A
3365592,"November 29, 2025",Oklahoma,"Oklahoma City","NE 43rd St",0,1,0,0,0,N/A
3366716,"November 29, 2025",Texas,Dallas,"4000 block of Urban Ave",0,0,0,1,1,N/A
3365573,"November 29, 2025",Ohio,Cincinnati,"800 block of Blair Ave",0,1,0,0,0,N/A
3366314,"November 29, 2025","Rhode Island","Central Falls","Washington St and Chestnut St",1,1,0,0,0,N/A
3366255,"November 29, 2025","South Carolina",Greer,"Grove St",0,1,0,0,0,N/A
3366152,"November 29, 2025",Louisiana,Shreveport,"Broadway Ave and Tate St",1,0,0,0,0,N/A
3365575,"November 29, 2025","District of Columbia",Washington,"3200 block of Georgia Ave NW",0,1,0,0,0,N/A
3365779,"November 29, 2025",Illinois,Danville,"1114 E Vorhees St",1,0,0,1,1,N/A
3366244,"November 29, 2025","South Carolina",Columbia,"6021 St Andrews Rd",0,1,0,0,0,N/A
3366145,"November 29, 2025",Louisiana,Harvey,"4200 block of Lac Saint Pierre Dr",1,0,0,0,0,N/A
3365512,"November 29, 2025",Alabama,Birmingham,"800 block of 45th St N",0,0,1,0,0,N/A
3366198,"November 29, 2025",Florida,Jacksonville,"100 block of W 19th St",0,2,0,0,0,N/A
3366193,"November 29, 2025",Missouri,Springfield,"1000 block of E Commercial St",0,1,0,0,1,N/A
3366508,"November 29, 2025",Connecticut,Waterbury,"Walnut St and Ives St",0,1,0,0,0,N/A
3366367,"November 29, 2025","North Dakota",Williston,N/A,0,1,0,0,0,N/A
3366161,"November 29, 2025",Maryland,Baltimore,"700 block of E Eager St",0,1,0,0,0,N/A
3366158,"November 29, 2025",Georgia,Atlanta,"3640 Campbellton Rd SW",0,1,0,0,0,N/A
3366154,"November 29, 2025",Maryland,Baltimore,N/A,0,1,0,0,0,N/A
3365552,"November 29, 2025",Louisiana,"New Orleans","6700 block of Chef Menteur Hwy",0,1,0,0,0,N/A
3366150,"November 29, 2025",Georgia,Albany,"300 block of Carriage Ln",1,0,0,0,0,N/A
3366148,"November 29, 2025",Arizona,Tucson,"2100 block of W Speedway Blvd",0,1,0,0,0,N/A
3366130,"November 29, 2025",Virginia,Norfolk,"637 E Olney Rd",0,1,0,0,0,N/A
3365539,"November 29, 2025",Louisiana,"Baton Rouge","4600 block of Divincenti Dr",1,0,0,0,0,N/A
3365633,"November 29, 2025",Arizona,Phoenix,"N 19th Ave and W Thunderbird Rd",1,0,0,0,1,N/A
3366134,"November 29, 2025",Louisiana,Hammond,"2270 W Thomas St",1,0,0,0,1,N/A
3366676,"November 29, 2025",Arizona,Phoenix,"7th Ave and W Baseline Rd",0,1,0,0,0,N/A
3368152,"November 29, 2025",Virginia,Alexandria,"4600 block of Seminary Rd",0,1,0,0,0,N/A
3366127,"November 29, 2025","North Carolina","Carolina Beach","700 block of Harper Ave",1,0,0,0,1,N/A
3366075,"November 29, 2025","North Carolina",Durham,"Avondale Dr and Foushee St",0,1,0,0,0,N/A
3366060,"November 29, 2025",Colorado,Denver,"3000 block of S Winona Ct",1,0,0,0,0,N/A
3366057,"November 29, 2025",Alabama,Birmingham,"1400 block of 42nd St",0,1,0,0,0,N/A
3367428,"November 29, 2025",Louisiana,Thibodaux,"100 block of Headland Dr",0,1,0,0,0,N/A
3367412,"November 29, 2025",Mississippi,"Bay Saint Louis","Washington St",0,2,0,0,0,N/A
3366028,"November 29, 2025",Pennsylvania,Harrisburg,"1700 block of Regina St",0,1,0,0,0,N/A
3367369,"November 29, 2025",Washington,Seattle,"Aurora Ave N",0,1,0,0,3,N/A
3365970,"November 29, 2025",Texas,Dallas,"2600 block of Carpenter Ave",0,2,0,0,0,N/A
3365642,"November 29, 2025",Texas,Houston,"1200 block of Pear Tree Ln",1,0,0,0,0,N/A
3365839,"November 29, 2025",Texas,Dallas,"3100 block of Lombardy Ln",0,2,0,0,0,N/A
3366124,"November 28, 2025","North Carolina",Clayton,"400 block of Commodore St",1,0,0,0,1,N/A
3365502,"November 28, 2025",Illinois,Chicago,"7100 block of N Paulina St",0,1,0,0,0,N/A
3366473,"November 28, 2025",Tennessee,Chattanooga,"2120 Chestnut St",0,0,0,0,1,N/A
3367125,"November 28, 2025",Pennsylvania,Levittown,"6750 Mill Creek Rd",0,1,0,0,2,N/A
3365292,"November 28, 2025",Texas,Houston,"1400 E Crosstimbers St",0,0,1,0,0,N/A
3366021,"November 28, 2025",Pennsylvania,Butler,"100 block of Whitmire Ave",0,1,1,0,0,N/A
3365506,"November 28, 2025",Kentucky,Louisville,"1400 block of Catalpa St",1,0,0,0,1,N/A
3365621,"November 28, 2025",Michigan,Flint,"300 block of E Foss St",1,0,0,0,1,N/A
3365436,"November 28, 2025",Oregon,Woodburn,"Pana St and Country Lane",1,0,0,0,1,N/A
